0		-nan
1		0.57342
2		3.93924
3		50.7604
4		0.115844
5		468.758
6		58.3348
7		0.0127644
8		3.96941
9		86.8251
10		0.00112903
11		1.03609
12		479.33
13		0.01184
14		0.268215
15		27.2505
16		0.186743
17		nan
18		nan
19		nan
20		nan
21		nan
22		nan
23		nan
24		nan
25		nan
26		nan
27		nan
28		nan
29		nan
30		nan
31		nan
32		nan
33		nan
34		nan
35		nan
36		nan
37		nan
38		nan
39		nan
40		nan
41		nan
42		nan
43		nan
44		nan
45		nan
46		nan
47		nan
48		nan
49		nan
50		nan
51		nan
52		nan
53		nan
54		nan
55		nan
56		nan
57		nan
58		nan
59		nan
60		nan
61		nan
62		nan
63		nan
64		nan
65		nan
66		nan
67		nan
68		nan
69		nan
70		nan
71		nan
72		nan
73		nan
74		nan
75		nan
76		nan
77		nan
78		nan
79		nan
80		nan
81		nan
82		nan
83		nan
84		nan
85		nan
86		nan
87		nan
88		nan
89		nan
90		nan
91		nan
92		nan
93		nan
94		nan
95		nan
96		nan
97		nan
98		nan
99		nan
100		nan
101		nan
102		nan
103		nan
104		nan
105		nan
106		nan
107		nan
108		nan
109		nan
110		nan
111		nan
112		nan
113		nan
114		nan
115		nan
116		nan
117		nan
118		nan
119		nan
120		nan
121		nan
122		nan
123		nan
124		nan
125		nan
126		nan
127		nan
128		nan
129		nan
130		nan
131		nan
132		nan
133		nan
134		nan
135		nan
136		nan
137		nan
138		nan
139		nan
140		nan
141		nan
142		nan
143		nan
144		nan
145		nan
146		nan
147		nan
148		nan
149		nan
150		nan
151		nan
152		nan
153		nan
154		nan
155		nan
156		nan
157		nan
158		nan
159		nan
160		nan
161		nan
162		nan
163		nan
164		0.394187
165		2.22653
166		63667.6
167		0.00394197
168		0.544047
169		2776.64
170		0.0401899
171		0.14315
172		200.798
173		0.0986127
174		0.000927956
175		18.4444
176		0.303066
177		0.150862
178		3.39974
179		297.035
180		1
181		0.461027
182		0.060221
183		4.74344
184		0.00540787
185		0.00184461
186		39.7739
187		0.46355
188		0.000341761
189		434.17
190		1.72533
191		0.000466353
192		25.3937
193		6.16656
194		0.0062921
195		20.5837
196		4.11788
197		nan
198		nan
199		nan
200		nan
201		nan
202		nan
203		nan
204		nan
205		nan
206		nan
207		nan
208		nan
209		nan
210		nan
211		nan
212		nan
213		nan
214		nan
215		nan
216		nan
217		nan
218		nan
219		nan
220		nan
221		nan
222		nan
223		nan
224		nan
225		nan
226		nan
227		nan
228		nan
229		nan
230		nan
231		nan
232		nan
233		nan
234		nan
235		nan
236		nan
237		nan
238		nan
239		nan
240		nan
241		nan
242		nan
243		nan
244		nan
245		nan
246		nan
247		nan
248		nan
249		nan
250		nan
251		nan
252		nan
253		nan
254		nan
255		nan
256		nan
257		nan
258		nan
259		nan
260		nan
261		nan
262		nan
263		nan
264		nan
265		nan
266		nan
267		nan
268		nan
269		nan
270		nan
271		nan
272		nan
273		nan
274		nan
275		nan
276		nan
277		nan
278		nan
279		nan
280		nan
281		nan
282		nan
283		nan
284		nan
285		nan
286		nan
287		nan
288		nan
289		nan
290		nan
291		nan
292		nan
293		nan
294		nan
295		nan
296		nan
297		nan
298		nan
299		nan
300		nan
301		nan
302		nan
303		nan
304		nan
305		nan
306		nan
307		nan
308		nan
309		nan
310		nan
311		nan
312		nan
313		nan
314		nan
315		nan
316		nan
317		nan
318		nan
319		nan
320		nan
321		nan
322		nan
323		nan
324		nan
325		nan
326		nan
327		nan
328		nan
329		nan
330		nan
331		nan
332		nan
333		nan
334		nan
335		nan
336		nan
337		nan
338		nan
339		nan
340		nan
341		nan
342		nan
343		nan
344		1.17458
345		0.0234736
346		247.711
347		3.50078
348		7.04206e-07
349		11.0439
350		12.3602
351		0.000905719
352		3.80051
353		2232
354		0.01724
355		1.0004
356		10.9267
357		0.117315
358		0.00314463
359		1.66633
360		1
