0		0.89803
0.1		0.898028
0.2		0.898021
0.3		0.898009
0.4		0.897992
0.5		0.897971
0.6		0.897945
0.7		0.897914
0.8		0.897878
0.9		0.897838
1		0.897793
1.1		0.897743
1.2		0.897689
1.3		0.897629
1.4		0.897565
1.5		0.897496
1.6		0.897423
1.7		0.897344
1.8		0.897261
1.9		0.897173
2		0.897081
2.1		0.896983
2.2		0.896881
2.3		0.896774
2.4		0.896663
2.5		0.896546
2.6		0.896425
2.7		0.896299
2.8		0.896168
2.9		0.896033
3		0.895893
3.1		0.895747
3.2		0.895598
3.3		0.895443
3.4		0.895284
3.5		0.895119
3.6		0.894951
3.7		0.894777
3.8		0.894598
3.9		0.894415
4		0.894227
4.1		0.894034
4.2		0.893836
4.3		0.893634
4.4		0.893427
4.5		0.893214
4.6		0.892998
4.7		0.892776
4.8		0.892549
4.9		0.892318
5		0.892082
5.1		0.891841
5.2		0.891595
5.3		0.891344
5.4		0.891089
5.5		0.890829
5.6		0.890563
5.7		0.890293
5.8		0.890019
5.9		0.889739
6		0.889454
6.1		0.889165
6.2		0.888871
6.3		0.888572
6.4		0.888268
6.5		0.887959
6.6		0.887645
6.7		0.887327
6.8		0.887003
6.9		0.886675
7		0.886342
7.1		0.886003
7.2		0.88566
7.3		0.885312
7.4		0.88496
7.5		0.884602
7.6		0.884239
7.7		0.883872
7.8		0.883499
7.9		0.883122
8		0.882739
8.1		0.882352
8.2		0.88196
8.3		0.881563
8.4		0.881161
8.5		0.880754
8.6		0.880342
8.7		0.879925
8.8		0.879503
8.9		0.879076
9		0.878644
9.1		0.878207
9.2		0.877765
9.3		0.877318
9.4		0.876866
9.5		0.876409
9.6		0.875948
9.7		0.875481
9.8		0.875009
9.9		0.874532
10		0.87405
10.1		0.873563
10.2		0.873071
10.3		0.872574
10.4		0.872072
10.5		0.871564
10.6		0.871052
10.7		0.870535
10.8		0.870012
10.9		0.869485
11		0.868952
11.1		0.868415
11.2		0.867872
11.3		0.867324
11.4		0.866771
11.5		0.866213
11.6		0.86565
11.7		0.865082
11.8		0.864508
11.9		0.86393
12		0.863346
12.1		0.862757
12.2		0.862163
12.3		0.861564
12.4		0.86096
12.5		0.86035
12.6		0.859736
12.7		0.859116
12.8		0.858491
12.9		0.857861
13		0.857225
13.1		0.856585
13.2		0.855939
13.3		0.855288
13.4		0.854631
13.5		0.85397
13.6		0.853303
13.7		0.852631
13.8		0.851954
13.9		0.851272
14		0.850584
14.1		0.849891
14.2		0.849193
14.3		0.848489
14.4		0.84778
14.5		0.847066
14.6		0.846347
14.7		0.845622
14.8		0.844892
14.9		0.844157
15		0.843416
15.1		0.84267
15.2		0.841919
15.3		0.841162
15.4		0.8404
15.5		0.839633
15.6		0.83886
15.7		0.838082
15.8		0.837299
15.9		0.83651
16		0.835716
16.1		0.834917
16.2		0.834112
16.3		0.833302
16.4		0.832486
16.5		0.831665
16.6		0.830839
16.7		0.830007
16.8		0.82917
16.9		0.828327
17		0.827479
17.1		0.826625
17.2		0.825766
17.3		0.824902
17.4		0.824032
17.5		0.823157
17.6		0.822276
17.7		0.82139
17.8		0.820499
17.9		0.819602
18		0.818699
18.1		0.817791
18.2		0.816878
18.3		0.815959
18.4		0.815034
18.5		0.814105
18.6		0.813169
18.7		0.812229
18.8		0.811282
18.9		0.81033
19		0.809373
19.1		0.80841
19.2		0.807442
19.3		0.806468
19.4		0.805489
19.5		0.804504
19.6		0.803514
19.7		0.802518
19.8		0.801517
19.9		0.80051
20		0.799498
20.1		0.79848
20.2		0.797457
20.3		0.796428
20.4		0.795394
20.5		0.794354
20.6		0.793309
20.7		0.792258
20.8		0.791202
20.9		0.79014
21		0.789072
21.1		0.788
21.2		0.786921
21.3		0.785838
21.4		0.784748
21.5		0.783653
21.6		0.782553
21.7		0.781447
21.8		0.780336
21.9		0.77922
22		0.778097
22.1		0.77697
22.2		0.775837
22.3		0.774698
22.4		0.773554
22.5		0.772405
22.6		0.77125
22.7		0.77009
22.8		0.768924
22.9		0.767753
23		0.766576
23.1		0.765394
23.2		0.764207
23.3		0.763014
23.4		0.761816
23.5		0.760613
23.6		0.759404
23.7		0.75819
23.8		0.756971
23.9		0.755746
24		0.754516
24.1		0.753281
24.2		0.75204
24.3		0.750794
24.4		0.749543
24.5		0.748287
24.6		0.747025
24.7		0.745758
24.8		0.744487
24.9		0.74321
25		0.741927
25.1		0.74064
25.2		0.739348
25.3		0.73805
25.4		0.736747
25.5		0.73544
25.6		0.734127
25.7		0.732809
25.8		0.731487
25.9		0.730159
26		0.728827
26.1		0.727489
26.2		0.726147
26.3		0.7248
26.4		0.723448
26.5		0.722091
26.6		0.72073
26.7		0.719363
26.8		0.717992
26.9		0.716617
27		0.715237
27.1		0.713852
27.2		0.712462
27.3		0.711068
27.4		0.70967
27.5		0.708267
27.6		0.70686
27.7		0.705448
27.8		0.704032
27.9		0.702612
28		0.701187
28.1		0.699758
28.2		0.698325
28.3		0.696888
28.4		0.695447
28.5		0.694002
28.6		0.692553
28.7		0.6911
28.8		0.689643
28.9		0.688182
29		0.686718
29.1		0.68525
29.2		0.683778
29.3		0.682302
29.4		0.680823
29.5		0.679341
29.6		0.677855
29.7		0.676366
29.8		0.674874
29.9		0.673378
30		0.671879
30.1		0.670378
30.2		0.668873
30.3		0.667365
30.4		0.665855
30.5		0.664341
30.6		0.662825
30.7		0.661307
30.8		0.659786
30.9		0.658262
31		0.656736
31.1		0.655208
31.2		0.653678
31.3		0.652145
31.4		0.650611
31.5		0.649075
31.6		0.647537
31.7		0.645997
