0		0.709586
1		0.709603
2		0.709654
3		0.709739
4		0.709857
5		0.71001
6		0.710198
7		0.71042
8		0.710678
9		0.710971
10		0.711302
11		0.711669
12		0.712074
13		0.712517
14		0.713
15		0.713523
16		0.714088
17		0.714694
18		0.715345
19		0.716039
20		0.71678
21		0.717568
22		0.718404
23		0.71929
24		0.720228
25		0.721219
26		0.722265
27		0.723367
28		0.724528
29		0.725749
30		0.727032
31		0.72838
32		0.729794
33		0.731276
34		0.732829
35		0.734455
36		0.736156
37		0.737935
38		0.739794
39		0.741735
40		0.743762
41		0.745876
42		0.74808
43		0.750377
44		0.75277
45		0.75526
46		0.757849
47		nan
48		nan
49		nan
50		nan
51		nan
52		nan
53		nan
54		nan
55		nan
56		nan
57		nan
58		nan
59		nan
60		nan
61		nan
62		nan
63		nan
64		nan
65		nan
66		nan
67		nan
68		nan
69		nan
70		nan
71		nan
72		nan
73		nan
74		nan
75		nan
76		nan
77		nan
78		nan
79		nan
80		nan
81		nan
82		nan
83		nan
84		nan
85		nan
86		nan
87		nan
88		nan
89		nan
90		nan
