0		0.206003
1		0.205948
2		0.205784
3		0.205509
4		0.205125
5		0.20463
6		0.204026
7		0.203311
8		0.202486
9		0.201551
10		0.200504
11		0.199347
12		0.198079
13		0.196699
14		0.195208
15		0.193604
16		0.191889
17		0.190061
18		0.188121
19		0.186067
20		0.183901
21		0.181621
22		0.179228
23		0.17672
24		0.1741
25		0.171365
26		0.168516
27		0.165554
28		0.162478
29		0.159288
30		0.155986
31		0.152571
32		0.149044
33		0.145406
34		0.141657
35		0.1378
36		0.133835
37		0.129765
38		0.12559
39		0.121315
40		0.116941
41		0.112471
42		0.107911
43		0.103263
44		0.0985328
45		0.0937266
46		0.0888507
47		0.0839126
48		0.0789208
49		0.0738852
50		0.0688169
51		0.0637286
52		0.0586345
53		0.0535509
54		0.0484965
55		0.0434922
56		0.0385619
57		0.0337327
58		0.0290352
59		0.0245045
60		0.0201802
61		0.0161075
62		0.0123377
63		0.00892958
64		0.00594976
65		0.00347455
66		0.00159116
67		0.000399431
68		1.3866e-05
69		0.000565999
70		0.00220721
71		0.00511206
72		0.00948228
73		0.0155516
74		0.0235912
75		0.0339172
76		0.0468983
77		0.0629666
78		0.0826297
79		0.106486
80		0.135244
81		0.169746
82		0.210997
83		0.2602
84		0.318809
85		0.388582
86		0.471663
87		0.570681
88		0.688881
89		0.8303
90		1
